繁體,簡體,拼音,詞例,定義,又作
削,削,sœk⁸
爍,烁,sœk⁸
鑠,铄,sœk⁸
筍,笋,sœn²
榫,榫,sœn²
信,信,sœn³
舜,舜,sœn³
瞬,瞬,sœn³
巽,巽,sœn³
迅,迅,sœn³
遜,逊,sœn³
汛,汛,sœn³
訊,讯,sœn³
浚,浚,sœn³,浚縣,（地名）,濬
囟,囟,sœn³/sœn²,"","",顖
芯,芯,sœn¹,芯子,引線，物體的中心部分
殉,殉,sœn¹
詢,询,sœn¹
峋,峋,sœn¹
荀,荀,sœn¹
珣,珣,sœn¹
洵,洵,sœn¹
皴,皴,sœn¹/tsœn¹
醇,醇,sœn⁴
脣,唇,sœn⁴
淳,淳,sœn⁴
純,纯,sœn⁴
馴,驯,sœn⁴
蓴,莼,sœn⁴
鶉,鹑,sœn⁴/tsœn¹
順,顺,sœn⁶
恤,恤,sœt⁷
摔,摔,sœt⁷
蟀,蟀,sœt⁷
率,率,sœt⁷,率先，率領，率隊，率團，率真，率性，率然，直率，輕率，草率，表率，坦率，粗率,領先，帶領；直爽，坦白，不慎重，不細心
戌,戌,sœt⁷
窣,窣,sœt⁷
述,述,sœt⁹
術,术,sœt⁹
沭,沭,sœt⁹
秫,秫,sœt⁹
水,水,sœy²
說,说,sœy³,說服，說客，游說,勸說，用言語勸人
稅,税,sœy³
帥,帅,sœy³
歲,岁,sœy³
碎,碎,sœy³
睢,睢,sœy¹
衰,衰,sœy¹,衰老，衰弱，衰退，衰敗，興衰，盛衰，衰微,變弱，減退
雖,虽,sœy¹
胥,胥,sœy¹
須,须,sœy¹
荽,荽,sœy¹
綏,绥,sœy¹
需,需,sœy¹
濉,濉,sœy¹
誰,谁,sœy⁴
垂,垂,sœy⁴
陲,陲,sœy⁴
髓,髓,sœy⁵
緒,绪,sœy⁵
墅,墅,sœy⁵/sœy⁶
絮,絮,sœy⁵/sœy⁶
祟,祟,sœy⁶
穗,穗,sœy⁶
瑞,瑞,sœy⁶
隧,隧,sœy⁶
萃,萃,sœy⁶
邃,邃,sœy⁶
燧,燧,sœy⁶
睡,睡,sœy⁶
粹,粹,sœy⁶
遂,遂,sœy⁶
悴,悴,sœy⁶
彗,彗,sœy⁶
瘁,瘁,sœy⁶/sœy⁵
想,想,sœŋ²
賞,赏,sœŋ²
鯗,鲞,sœŋ²
相,相,sœŋ³,相貌，相親，相國，相命，相字，長相，面相，福相，窘相，吃相，丞相，宰相，儐相，寒酸相，窮酸相，相機而動，相夫教子，吉人天相，人不可貌相,審視，察看，辨察，占卜；外表，容貌，外形，模樣；官名
霜,霜,sœŋ¹
雙,双,sœŋ¹
廂,厢,sœŋ¹
商,商,sœŋ¹
傷,伤,sœŋ¹
孀,孀,sœŋ¹
觴,觞,sœŋ¹
湘,湘,sœŋ¹
箱,箱,sœŋ¹
鸘,鹴,sœŋ¹
殤,殇,sœŋ¹
鑲,镶,sœŋ¹
相,相,sœŋ¹,相信，相稱，相較，相像，相異，互相，相得益彰，相親相愛，兩地相思，出門相迎，守望相助，實不相瞞，旗鼓相當，有事相煩,彼此，交互，兩方面
襄,襄,sœŋ¹
驤,骧,sœŋ¹
熵,熵,sœŋ¹
嫦,嫦,sœŋ⁴
嚐,尝,sœŋ⁴
嘗,尝,sœŋ⁴
徜,徜,sœŋ⁴
裳,裳,sœŋ⁴
常,常,sœŋ⁴
償,偿,sœŋ⁴
上,上,sœŋ⁵,上山，上樓，上街，上學，上班，上油，上來，上市，上車,（動詞）上升
上,上,sœŋ⁶,上面，上級，上次，上午，上輩，山上，以上，晚上，馬上,位置在高處
尚,尚,sœŋ⁶
使,使,sɐi²,使用，使喚，支使，驅使，假使，即使，迫使，促使,（口語）用，差遣，令
洗,洗,sɐi²
駛,驶,sɐi²
婿,婿,sɐi³
世,世,sɐi³
細,细,sɐi³
勢,势,sɐi³
犀,犀,sɐi¹
嘶,嘶,sɐi¹
硒,硒,sɐi¹
西,西,sɐi¹
篩,筛,sɐi¹
舾,舾,sɐi¹
樨,樨,sɐi¹
茜,茜,sɐi¹,"",（人名用字）
舐,舐,sɐi⁵/sɐi²
逝,逝,sɐi⁶
筮,筮,sɐi⁶
噬,噬,sɐi⁶
誓,誓,sɐi⁶
塞,塞,sɐk⁷,塞滿，塞子，塞住，塞車，塞責，耳塞，活塞，木塞，瓶塞，堵塞，閉塞，阻塞，充塞，搪塞，軟木塞，閉目塞聽,堵，填滿，阻隔，受阻，不暢，不通
噻,噻,sɐk⁷
嬸,婶,sɐm²
審,审,sɐm²
沈,沈,sɐm²
瀋,沈,sɐm²
滲,渗,sɐm³
沁,沁,sɐm³
深,深,sɐm¹
心,心,sɐm¹
芯,芯,sɐm¹,燈芯,去皮的燈心草
參,参,sɐm¹,參茶，參茸，參星，參商，參鬚，人參，黨參，高麗參，動如參商,一種草藥植物；二十八宿之一,蔘
森,森,sɐm¹
琛,琛,sɐm¹
郴,郴,sɐm¹
鰺,鲹,sɐm¹
涔,涔,sɐm⁴
岑,岑,sɐm⁴
忱,忱,sɐm⁴
梣,梣,sɐm⁴
諶,谌,sɐm⁴
什,什,sɐm⁶,什麼,（疑問詞）,甚
甚,甚,sɐm⁶
椹,葚,sɐm⁶
砷,砷,sɐn¹
娠,娠,sɐn¹
呻,呻,sɐn¹
伸,伸,sɐn¹
新,新,sɐn¹
薪,薪,sɐn¹
燊,燊,sɐn¹
身,身,sɐn¹
申,申,sɐn¹
紳,绅,sɐn¹
辛,辛,sɐn¹
鋅,锌,sɐn¹
莘,莘,sɐn¹
晨,晨,sɐn⁴
辰,辰,sɐn⁴
神,神,sɐn⁴
臣,臣,sɐn⁴
宸,宸,sɐn⁴
腎,肾,sɐn⁶
慎,慎,sɐn⁶
蜃,蜃,sɐn⁶/sɐn⁵
濕,湿,sɐp⁷,"","",溼
霎,霎,sɐp⁸
十,十,sɐp⁹
拾,拾,sɐp⁹
蝨,虱,sɐt⁷
室,室,sɐt⁷
失,失,sɐt⁷
膝,膝,sɐt⁷
瑟,瑟,sɐt⁷
璱,璱,sɐt⁷
實,实,sɐt⁹
手,手,sɐu²
首,首,sɐu²
嗾,嗾,sɐu²
擻,擞,sɐu²
守,守,sɐu²
搜,搜,sɐu²,搜身，搜捕,搜索檢查
藪,薮,sɐu²
叟,叟,sɐu²
艘,艘,sɐu²/sɐu¹
宿,宿,sɐu³,星宿，二十八宿,（天文學）星的集合體
獸,兽,sɐu³
狩,狩,sɐu³
嗽,嗽,sɐu³
鏽,锈,sɐu³,"","",銹
繡,绣,sɐu³,"","",綉
漱,漱,sɐu³
琇,琇,sɐu³
瘦,瘦,sɐu³
秀,秀,sɐu³
收,收,sɐu¹
修,修,sɐu¹
羞,羞,sɐu¹
颼,飕,sɐu¹
螋,螋,sɐu¹
餿,馊,sɐu¹
嗖,嗖,sɐu¹,"",（象聲詞）迅速通過的聲音
饈,馐,sɐu¹
搜,搜,sɐu¹/sɐu²,搜集，搜羅,尋求，尋找,蒐
仇,仇,sɐu⁴,仇人，仇恨，仇敵，結仇，恩仇，報仇，深仇大恨，恩將仇報，疾惡如仇,敵人，怨恨，敵意，報復
愁,愁,sɐu⁴
授,授,sɐu⁶
綬,绶,sɐu⁶
售,售,sɐu⁶
受,受,sɐu⁶
壽,寿,sɐu⁶
擤,擤,sɐŋ³
蹭,蹭,sɐŋ³
笙,笙,sɐŋ¹
生,生,sɐŋ¹/saŋ¹
鰓,鳃,sɔi¹
腮,腮,sɔi¹
朔,朔,sɔk⁸
索,索,sɔk⁸,繩索
槊,槊,sɔk⁸
矟,矟,sɔk⁸
蒴,蒴,sɔk⁸
數,数,sɔk⁸,頻數，數見不鮮,屢次，頻頻
索,索,sɔk⁸/sak⁸,索引，索取，搜索，線索
所,所,sɔ²
嗩,唢,sɔ²
鎖,锁,sɔ²
瑣,琐,sɔ²
唆,唆,sɔ¹
嗦,嗦,sɔ¹
蔬,蔬,sɔ¹
疏,疏,sɔ¹
蓑,蓑,sɔ¹,"","",簑
梭,梭,sɔ¹
梳,梳,sɔ¹
羧,羧,sɔ¹
娑,娑,sɔ¹
莎,莎,sɔ¹,莎草,香附子，一種草本植物
挲,挲,sɔ¹,摩挲，挼挲,撫摸
爽,爽,sɔŋ²
嗓,嗓,sɔŋ²
搡,搡,sɔŋ²
塽,塽,sɔŋ²
磉,磉,sɔŋ²
喪,丧,sɔŋ³,喪失，喪氣，喪命,丟掉，失去
喪,丧,sɔŋ¹,喪禮，喪葬,跟死人有關的事
桑,桑,sɔŋ¹
傻,傻,sɔ⁴
錫,锡,sɛk⁸
碩,硕,sɛk⁹
石,石,sɛk⁹,石頭，岩石,堅硬的塊狀物
捨,舍,sɛ²
寫,写,sɛ²
瀉,泻,sɛ³
赦,赦,sɛ³
舍,舍,sɛ³
卸,卸,sɛ³
猞,猞,sɛ³
些,些,sɛ¹
賒,赊,sɛ¹
蛇,蛇,sɛ⁴,蛇皮，毒蛇
畲,畲,sɛ⁴
佘,佘,sɛ⁴
社,社,sɛ⁵
麝,麝,sɛ⁶
射,射,sɛ⁶
省,省,sɪŋ²,反省，不省人事
醒,醒,sɪŋ²/sɛŋ²
聖,圣,sɪŋ³
勝,胜,sɪŋ³,勝利，戰勝，勝訴，勝過，勝似，勝於，勝會，勝地，勝景，取勝，名勝，獲勝，優勝，打勝仗，略勝一籌，名山勝景，以少勝多，引人入勝，旗開得勝，出奇制勝,打敗，超過；優美
姓,姓,sɪŋ³
性,性,sɪŋ³
陞,升,sɪŋ¹
惺,惺,sɪŋ¹
猩,猩,sɪŋ¹
星,星,sɪŋ¹
勝,胜,sɪŋ¹,勝任，不勝，不勝枚舉，不可勝數，數不勝數,能承受，禁得起
昇,升,sɪŋ¹
升,升,sɪŋ¹
腥,腥,sɪŋ¹/sɛŋ¹
聲,声,sɪŋ¹/sɛŋ¹
丞,丞,sɪŋ⁴
城,城,sɪŋ⁴
成,成,sɪŋ⁴
承,承,sɪŋ⁴
乘,乘,sɪŋ⁴,乘坐，乘車，乘船，乘客，乘法，乘涼，乘便，乘勢，乘機，乘以，乘除，乘員，搭乘，乘火車，乘飛機，乘人之危，乘風破浪，乘虛而入，乘勝追擊，乘興而來，乘勝直追，加減乘除,搭，搭坐；趁，藉著，利用；（數）指乘法，一種運算方法
盛,盛,sɪŋ⁴,盛飯，盛湯，盛水，盛滿，盛不了，盛水不漏,用容器裝東西
繩,绳,sɪŋ⁴
誠,诚,sɪŋ⁴
澠,渑,sɪŋ⁴,澠水,（古河流名）
晟,晟,sɪŋ⁴
宬,宬,sɪŋ⁴
玹,玹,sɪŋ⁴
珹,珹,sɪŋ⁴
剩,剩,sɪŋ⁶
盛,盛,sɪŋ⁶,茂盛，昌盛，興盛，盛大，盛開，盛事，盛傳，盛宴，盛怒，盛情，盛意，盛會，盛產，盛舉，盛行，盛裝，盛誇，盛讚，盛饌，旺盛，繁盛，豐盛，盛情難卻，盛況空前，全盛時期，年輕氣盛，桃花盛開，生意興盛,興旺，繁榮，隆重；大規模，程度深，極為
嵊,嵊,sɪŋ⁶
乘,乘,sɪŋ⁶,大乘，小乘，上乘，史乘，百乘之家，萬乘之國,（古）計算車輛的單位；（佛）指教法，教義
夙,夙,sʊk⁷
僳,僳,sʊk⁷
宿,宿,sʊk⁷,宿舍，宿願，宿敵，宿命，宿醉，住宿，歸宿，寄宿，投宿，露宿，通宿，一宿，半宿，整宿，住一宿，三天兩宿,住，過夜；年老的；素有的，舊有的；（量詞）計算夜數
蓿,蓿,sʊk⁷
鷫,鹔,sʊk⁷
倏,倏,sʊk⁷
粟,粟,sʊk⁷
叔,叔,sʊk⁷
肅,肃,sʊk⁷
縮,缩,sʊk⁷
謖,谡,sʊk⁷
淑,淑,sʊk⁹
塾,塾,sʊk⁹
菽,菽,sʊk⁹
孰,孰,sʊk⁹
蜀,蜀,sʊk⁹
贖,赎,sʊk⁹
熟,熟,sʊk⁹
屬,属,sʊk⁹
聳,耸,sʊŋ²
竦,竦,sʊŋ²
慫,怂,sʊŋ²
悚,悚,sʊŋ²
宋,宋,sʊŋ³
送,送,sʊŋ³
鬆,松,sʊŋ¹
從,从,sʊŋ¹,從容，從容不迫,舒緩不急，不緊張的樣子
淞,淞,sʊŋ¹
忪,忪,sʊŋ¹,惺忪，睡眼惺忪,未睡醒的樣子
嵩,嵩,sʊŋ¹
菘,菘,sʊŋ¹
崇,崇,sʊŋ⁴
太,太,tai³
肽,肽,tai³
泰,泰,tai³
傣,傣,tai³
態,态,tai³
貸,贷,tai³
汰,汰,tai³
鈦,钛,tai³
毯,毯,tam²
菼,菼,tam²
探,探,tam³
罈,坛,tam³,"","",罎，壜
貪,贪,tam¹
談,谈,tam⁴
曇,昙,tam⁴
覃,覃,tam⁴
痰,痰,tam⁴
潭,潭,tam⁴
譚,谭,tam⁴
郯,郯,tam⁴
澹,澹,tam⁴,澹台,（複姓）
淡,淡,tam⁵,淡水，淡綠，淡酒，清淡,（口語）鹽份少，不鹹；某成分少，不濃
坦,坦,tan²
袒,袒,tan²
忐,忐,tan²
鉭,钽,tan²
疸,疸,tan²
亶,亶,tan²
炭,炭,tan³
歎,叹,tan³,"","",嘆
碳,碳,tan³
癱,瘫,tan¹
坍,坍,tan¹
攤,摊,tan¹
灘,滩,tan¹
檀,檀,tan⁴
彈,弹,tan⁴,彈奏，彈琴，彈劾，彈琵琶，彈鋼琴，彈吉他，彈弦子，對牛彈琴,（動詞）演奏，撥弄樂器
壇,坛,tan⁴
榻,榻,tap⁸
塌,塌,tap⁸
塔,塔,tap⁸
漯,漯,tap⁸,漯水，漯河,（古河流名）
遢,遢,tap⁸/tat⁸
鰨,鳎,tap⁸/tat⁸
闥,闼,tat⁸
撻,挞,tat⁸
躂,跶,tat⁸
韃,鞑,tat⁸
趿,趿,tat⁸
牠,它,ta¹
鉈,铊,ta¹
她,她,ta¹
他,他,ta¹
祂,他,ta¹
它,它,ta¹
惕,惕,tik⁷
鋱,铽,tik⁷
剔,剔,tik⁷
忑,忑,tik⁷
忒,忒,tik⁷
倜,倜,tik⁷
裼,裼,tik⁷,"",嬰兒的衣服、被褥等
舔,舔,tim²
添,添,tim¹
甜,甜,tim⁴
恬,恬,tim⁴
菾,菾,tim⁴
腆,腆,tin²
天,天,tin¹
鈿,钿,tin⁴,銅鈿，洋鈿，房鈿，車鈿，船鈿，幾鈿,（方）錢，硬幣
填,填,tin⁴,"","",塡
田,田,tin⁴
闐,阗,tin⁴
畋,畋,tin⁴
滇,滇,tin⁴/din¹
鈿,钿,tin⁴/din⁶,鈿鏡，寶鈿，螺鈿，翠鈿，金鈿,把金屬、寶石等鑲嵌在物體上面作裝飾
殄,殄,tin⁵/tim⁵
萜,萜,tip⁸
貼,贴,tip⁸
帖,帖,tip⁸
餮,餮,tit⁸
鐵,铁,tit⁸
跳,跳,tiu³
眺,眺,tiu³
挑,挑,tiu¹,挑選，挑剔，挑刺，挑揀，挑燈，挑毛病，挑重擔，挑大梁，挑肥揀瘦，挑三揀四，挑字眼兒,用肩膀承擔；選，揀；故意找錯，或找出小毛病而加以指摘
祧,祧,tiu¹
佻,佻,tiu¹/tiu⁴
挑,挑,tiu¹/tiu⁵,挑釁，挑撥，挑戰，挑逗，挑弄，挑動，挑是非，挑撥離間,撥弄，撥動，惹起，引動，引起
迢,迢,tiu⁴
調,调,tiu⁴,調整，調停，調劑，調戲，調皮，調侃，調情，調和，調味，失調，空調，協調
條,条,tiu⁴
笤,笤,tiu⁴
齠,龆,tiu⁴
髫,髫,tiu⁴
蜩,蜩,tiu⁴
調,调,tiu⁴,調查,（口語）
窕,窕,tiu⁵
釷,钍,tou²
討,讨,tou²
禱,祷,tou²
土,土,tou²
吐,吐,tou³,吐露，吐字，吐痰，吐氣，吐穗，吐絮，吐芽，吐訴，吐話，吐實，吐屬，吐口，吐血，吐沫，吐瀉，談吐，嘔吐，吐口水，吐故納新，吐出贓款，上吐下瀉,東西從嘴裡出來
兔,兔,tou³
套,套,tou³
饕,饕,tou¹
滔,滔,tou¹
叨,叨,tou¹,叨光，叨教，叨擾，叨陪,（客套話）承受，得到，受到好處
韜,韬,tou¹
絛,绦,tou¹
圖,图,tou⁴
逃,逃,tou⁴
塗,涂,tou⁴
萄,萄,tou⁴
鼗,鼗,tou⁴
掏,掏,tou⁴
涂,涂,tou⁴
濤,涛,tou⁴
桃,桃,tou⁴
徒,徒,tou⁴
淘,淘,tou⁴
荼,荼,tou⁴
途,途,tou⁴
啕,啕,tou⁴
陶,陶,tou⁴
屠,屠,tou⁴
檮,梼,tou⁴
洮,洮,tou⁴,洮河,（水名）
肚,肚,tou⁵
踩,踩,tsai²
踹,踹,tsai²
蠆,虿,tsai³
嘬,嘬,tsai³/tsœy³
猜,猜,tsai¹
釵,钗,tsai¹
差,差,tsai¹,差遣，差役，差使，差事，兼差，出差，郵差，當差,派遣去作事
揣,揣,tsai¹,揣手，揣在懷裡，揣在兜裡,藏在衣服裡
搋,搋,tsai¹
柴,柴,tsai⁴
豺,豺,tsai⁴
儕,侪,tsai⁴
咤,咤,tsak⁷/dza³,咤怒，叱咤,怒吼,吒
拆,拆,tsak⁸
冊,册,tsak⁸
策,策,tsak⁸
柵,栅,tsak⁸,柵欄，柵門，鐵柵，籬柵，木柵,圍欄
鰂,鲗,tsak⁹
賊,贼,tsak⁹
慘,惨,tsam²
懺,忏,tsam³
杉,杉,tsam³
攙,搀,tsam¹
參,参,tsam¹,參加，參與，參見，參考，參閱，參觀，參軍，參賽,加入
摻,掺,tsam¹
慚,惭,tsam⁴
讒,谗,tsam⁴
饞,馋,tsam⁴
蠶,蚕,tsam⁴
產,产,tsan²
鏟,铲,tsan²
燦,灿,tsan³
璨,璨,tsan³
粲,粲,tsan³
羼,羼,tsan³
餐,餐,tsan¹
殘,残,tsan⁴
插,插,tsap⁸
鍤,锸,tsap⁸
刷,刷,tsat⁸
獺,獭,tsat⁸
擦,擦,tsat⁸
察,察,tsat⁸
唰,唰,tsat⁸
礤,礤,tsat⁸
檫,檫,tsat⁸
吵,吵,tsau²
炒,炒,tsau²
肏,肏,tsau³,"","",操
抄,抄,tsau¹
鈔,钞,tsau¹
巢,巢,tsau⁴
鑔,镲,tsa²
岔,岔,tsa³
杈,杈,tsa³
詫,诧,tsa³
衩,衩,tsa³
姹,姹,tsa³,"","",奼
杈,杈,tsa³,杈子，樹杈,植物的分枝
汊,汊,tsa³
欻,欻,tsa³,欻拉，欻的一聲，欻欻的腳步聲，欻一下撕開了,（象聲詞）踩踏聲，急促的聲音，有節奏的聲音
差,差,tsa¹,差別，差異，差錯，差距，差勁，差點，偏差，時差，很差，差不多，差一點,不同，不同點，錯誤，缺，不好，不相合
叉,叉,tsa¹
杈,杈,tsa¹,"",一種叉形農具，用以堆柴草
蹅,蹅,tsa¹
撐,撑,tsaŋ¹
瞠,瞠,tsaŋ¹
橙,橙,tsaŋ⁴/tsaŋ²
鋥,锃,tsaŋ⁶
碴,碴,tsa⁴
茬,茬,tsa⁴
查,查,tsa⁴,查看，檢查,察看，核對
茶,茶,tsa⁴
搽,搽,tsa⁴
槎,槎,tsa⁴
垞,垞,tsa⁴
查,查,tsa⁴,"",（俗：姓）
斥,斥,tsik⁷
戚,戚,tsik⁷
叱,叱,tsik⁷
敕,敕,tsik⁷
彳,彳,tsik⁷
飭,饬,tsik⁷
槭,槭,tsik⁷
諂,谄,tsim²
塹,堑,tsim³
僭,僭,tsim³
暹,暹,tsim³/tsim¹
籤,签,tsim¹,"","",簽
纖,纤,tsim¹
殲,歼,tsim¹
簽,签,tsim¹
薟,莶,tsim¹
潛,潜,tsim⁴
淺,浅,tsin²
千,千,tsin¹
遷,迁,tsin¹
仟,仟,tsin¹
韆,千,tsin¹
阡,阡,tsin¹
芊,芊,tsin¹
前,前,tsin⁴
纏,缠,tsin⁴
錢,钱,tsin⁴
踐,践,tsin⁵/dzin⁶
妾,妾,tsip⁸
設,设,tsit⁸
切,切,tsit⁸,切割，切菜，切開，切斷，切入，切磋，切面，切實，切題，切記，切齒，親切，密切，貼切，迫切，急切，懇切，心切，切身，不切實際,用刀把東西切斷；貼近，密合，符合，急迫，務必，一定
徹,彻,tsit⁸
轍,辙,tsit⁸
澈,澈,tsit⁸
撤,撤,tsit⁸
掣,掣,tsit⁸,掣籤，掣劍,抽，拔
悄,悄,tsiu²,悄沒聲，悄然
偢,偢,tsiu²
悄,悄,tsiu²/tsiu¹,悄悄，靜悄悄，悄悄地走了
峭,峭,tsiu³
俏,俏,tsiu³
鞘,鞘,tsiu³
肖,肖,tsiu³
誚,诮,tsiu³
超,超,tsiu¹
釗,钊,tsiu¹
昭,昭,tsiu¹
鍬,锹,tsiu¹
朝,朝,tsiu⁴,朝向，朝天，朝陽，王朝，朝廷,向，面對著
潮,潮,tsiu⁴
瞧,瞧,tsiu⁴
憔,憔,tsiu⁴
樵,樵,tsiu⁴
晁,晁,tsiu⁴
矢,矢,tsi²
恥,耻,tsi²
齒,齿,tsi²
始,始,tsi²
此,此,tsi²
侈,侈,tsi²
褫,褫,tsi²
豕,豕,tsi²
跐,跐,tsi²,"",踏，踐踏，踩
玼,玼,tsi²
泚,泚,tsi²
次,次,tsi³
賜,赐,tsi³
幟,帜,tsi³
刺,刺,tsi³
熾,炽,tsi³
廁,厕,tsi³
翅,翅,tsi³
雌,雌,tsi¹
鴟,鸱,tsi¹
笞,笞,tsi¹
蚩,蚩,tsi¹
螭,螭,tsi¹
眵,眵,tsi¹
哧,哧,tsi¹
差,差,tsi¹,差等，參差，參差不齊,長短不齊
癡,痴,tsi¹
嗤,嗤,tsi¹
疵,疵,tsi¹
魑,魑,tsi¹
跐,跐,tsi¹,跐溜,腳下滑動
瓷,瓷,tsi⁴
祠,祠,tsi⁴
篪,篪,tsi⁴
馳,驰,tsi⁴
慈,慈,tsi⁴
詞,词,tsi⁴
磁,磁,tsi⁴
辭,辞,tsi⁴
池,池,tsi⁴
墀,墀,tsi⁴
弛,弛,tsi⁴
糍,糍,tsi⁴
持,持,tsi⁴
匙,匙,tsi⁴,湯匙，羹匙，茶匙，藥匙,勺子
遲,迟,tsi⁴
臍,脐,tsi⁴
茌,茌,tsi⁴
踟,踟,tsi⁴
茨,茨,tsi⁴
茲,兹,tsi⁴,龜茲,（古）國名
鶿,鹚,tsi⁴,"","",鷀
恃,恃,tsi⁵
柿,柿,tsi⁵
似,似,tsi⁵
姒,姒,tsi⁵
草,草,tsou²
措,措,tsou³
糙,糙,tsou³
醋,醋,tsou³
躁,躁,tsou³
燥,燥,tsou³
噪,噪,tsou³
造,造,tsou³,造詣，造就，造訪，造次，深造，登峰造極,成就，培養，到，去，達到，前往
酢,酢,tsou³,酬酢,醋
操,操,tsou³/tsou¹,操行，操守，貞操，節操,品行，行為，德行，品格
操,操,tsou¹,操作，體操,拿，掌握，鍛煉，從事
粗,粗,tsou¹
曹,曹,tsou⁴
嘈,嘈,tsou⁴
漕,漕,tsou⁴
槽,槽,tsou⁴
螬,螬,tsou⁴
忖,忖,tsyn²
喘,喘,tsyn²
舛,舛,tsyn²
攛,撺,tsyn²/tsyn³
吋,吋,tsyn³
爨,爨,tsyn³
寸,寸,tsyn³
串,串,tsyn³
竄,窜,tsyn³
釧,钏,tsyn³
穿,穿,tsyn¹
汆,汆,tsyn¹
川,川,tsyn¹
躥,蹿,tsyn¹
村,村,tsyn¹,"","",邨
泉,泉,tsyn⁴
詮,诠,tsyn⁴
存,存,tsyn⁴
銓,铨,tsyn⁴
傳,传,tsyn⁴,傳統，傳授，傳奇，傳說，傳承，傳播，傳染，傳話，傳喚，傳神，傳熱，傳情，相傳，據傳，遺傳，宣傳,轉授，遞送，散佈，表達
痊,痊,tsyn⁴
全,全,tsyn⁴
醛,醛,tsyn⁴
荃,荃,tsyn⁴
輇,辁,tsyn⁴
筌,筌,tsyn⁴
椽,椽,tsyn⁴
佺,佺,tsyn⁴
猝,猝,tsyt⁸
撮,撮,tsyt⁸
踅,踅,tsyt⁸
杵,杵,tsy²
貯,贮,tsy²
褚,褚,tsy²,"",（姓）
處,处,tsy³,處所，處長，好處，遠處，到處,（名詞）地方
躇,躇,tsy¹
蹰,蹰,tsy⁴
櫥,橱,tsy⁴
廚,厨,tsy⁴/tsœy⁴
署,署,tsy⁵
儲,储,tsy⁵
苧,苎,tsy⁵
柱,柱,tsy⁵
曙,曙,tsy⁵
處,处,tsy⁵,處理，處罰，處事，懲處，相處,（動詞）
佇,伫,tsy⁵
褚,褚,tsy⁵,褚衣,絲綿，棉衣
杼,杼,tsy⁵
卓,卓,tsœk⁸
戳,戳,tsœk⁸
綽,绰,tsœk⁸
辵,辵,tsœk⁸
焯,焯,tsœk⁸,焯菠菜,在開水中略煮一下
倬,倬,tsœk⁸
桌,桌,tsœk⁸/dzœk⁸
蠢,蠢,tsœn²
春,春,tsœn¹
椿,椿,tsœn¹
蝽,蝽,tsœn¹
旬,旬,tsœn⁴
循,循,tsœn⁴
秦,秦,tsœn⁴
巡,巡,tsœn⁴
嗪,嗪,tsœn⁴
螓,螓,tsœn⁴
齣,出,tsœt⁷
出,出,tsœt⁷
焌,焌,tsœt⁷/kœy¹,焌豆芽,把燃燒物放進水裡熄滅；一種烹調方法
娶,娶,tsœy²
取,取,tsœy²
揣,揣,tsœy²/tsyn²,揣測，揣度，揣摩，掙揣，不揣冒昧,估量，忖度；掙扎
脆,脆,tsœy³
趣,趣,tsœy³
啐,啐,tsœy³
覷,觑,tsœy³
翠,翠,tsœy³
焠,焠,tsœy³/sœy⁶
淬,淬,tsœy³/sœy⁶
催,催,tsœy¹
炊,炊,tsœy¹
摧,摧,tsœy¹
吹,吹,tsœy¹
趨,趋,tsœy¹
崔,崔,tsœy¹
榱,榱,tsœy¹
衰,衰,tsœy¹,衰序，等衰,次序，等級
璀,璀,tsœy¹/tsœy²
除,除,tsœy⁴
槌,槌,tsœy⁴
隋,隋,tsœy⁴
捶,捶,tsœy⁴,"","",搥
錘,锤,tsœy⁴,"","",鎚
蜍,蜍,tsœy⁴
徐,徐,tsœy⁴
隨,随,tsœy⁴
滁,滁,tsœy⁴
箠,箠,tsœy⁴
搶,抢,tsœŋ²,搶劫，搶奪，搶救，搶先，搶走，爭搶,奪取，硬拿
唱,唱,tsœŋ³
戧,戗,tsœŋ³,戧住，戧麵，夠戧，戧不住,支撐，支持，承受；填
悵,怅,tsœŋ³
倡,倡,tsœŋ³
暢,畅,tsœŋ³
蹌,跄,tsœŋ³
嗆,呛,tsœŋ³,嗆人,刺激性的氣味使人呼吸感到難受
熗,炝,tsœŋ³
鬯,鬯,tsœŋ³
槍,枪,tsœŋ¹,"","",鎗
鯧,鲳,tsœŋ¹
嗆,呛,tsœŋ¹,嗆水，嗆著，夠嗆,食物進入氣管而引起咳嗽
昌,昌,tsœŋ¹
窗,窗,tsœŋ¹
戧,戗,tsœŋ¹,戧風，說戧了，說話戧人,逆，不順，方向相對；決裂，言語衝突
猖,猖,tsœŋ¹
菖,菖,tsœŋ¹
鏘,锵,tsœŋ¹
搶,抢,tsœŋ¹,搶風，搶眼，呼天搶地,觸，撞，觸碰，碰撞
倀,伥,tsœŋ¹
娼,娼,tsœŋ¹
祥,祥,tsœŋ⁴
牆,墙,tsœŋ⁴,"","",墻
薔,蔷,tsœŋ⁴
翔,翔,tsœŋ⁴
腸,肠,tsœŋ⁴
場,场,tsœŋ⁴
戕,戕,tsœŋ⁴
長,长,tsœŋ⁴,長度，專長,（形容詞）
檣,樯,tsœŋ⁴
詳,详,tsœŋ⁴
萇,苌,tsœŋ⁴
砌,砌,tsɐi³
沏,沏,tsɐi³
切,切,tsɐi³,一切,所有的
淒,凄,tsɐi¹
妻,妻,tsɐi¹
棲,栖,tsɐi¹
悽,悽,tsɐi¹
齊,齐,tsɐi⁴
