繁體,簡體,拼音,詞例,定義,又作
暢,畅,tsʰœːŋ˧
蹌,跄,tsʰœːŋ˧
嗆,呛,tsʰœːŋ˧,嗆人,刺激性的氣味使人呼吸感到難受
熗,炝,tsʰœːŋ˧
鬯,鬯,tsʰœːŋ˧
搶,抢,tsʰœːŋ˧˥,搶劫，搶奪，搶救，搶先，搶走，爭搶,奪取，硬拿
祥,祥,tsʰœːŋ˨˩
牆,墙,tsʰœːŋ˨˩,"","",墻
薔,蔷,tsʰœːŋ˨˩
翔,翔,tsʰœːŋ˨˩
腸,肠,tsʰœːŋ˨˩
場,场,tsʰœːŋ˨˩
戕,戕,tsʰœːŋ˨˩
長,长,tsʰœːŋ˨˩,長度，專長,（形容詞）
檣,樯,tsʰœːŋ˨˩
詳,详,tsʰœːŋ˨˩
萇,苌,tsʰœːŋ˨˩
淒,凄,tsʰɐi˥
妻,妻,tsʰɐi˥
棲,栖,tsʰɐi˥
悽,悽,tsʰɐi˥
砌,砌,tsʰɐi˧
沏,沏,tsʰɐi˧
切,切,tsʰɐi˧,一切,所有的
齊,齐,tsʰɐi˨˩
薺,荠,tsʰɐi˨˩,荸薺,一種可供食用的草本植物
蠐,蛴,tsʰɐi˨˩
薺,荠,tsʰɐi˩˧,薺菜，其甘如薺,一種可入藥草本植物
測,测,tsʰɐk˥
惻,恻,tsʰɐk˥
侵,侵,tsʰɐm˥
棽,棽,tsʰɐm˥
參,参,tsʰɐm˥/tsʰaːm˥,參差，參差不齊,大小不一，不整齊的樣子
讖,谶,tsʰɐm˧/tsʰaːm˧
寢,寝,tsʰɐm˧˥
磣,碜,tsʰɐm˧˥
沉,沉,tsʰɐm˨˩,"","",沈
尋,寻,tsʰɐm˨˩
蕁,荨,tsʰɐm˨˩
鱘,鲟,tsʰɐm˨˩
蕈,蕈,tsʰɐm˩˧
親,亲,tsʰɐn˥,親戚，探親
嗔,嗔,tsʰɐn˥
瞋,瞋,tsʰɐn˥
襯,衬,tsʰɐn˧
趁,趁,tsʰɐn˧
親,亲,tsʰɐn˧,親家，親家公，親家母,指兩家兒女相婚配的親戚關係
齔,龀,tsʰɐn˧
診,诊,tsʰɐn˧˥
哂,哂,tsʰɐn˧˥
矧,矧,tsʰɐn˧˥
疹,疹,tsʰɐn˧˥
縝,缜,tsʰɐn˧˥/tsɐn˧˥
塵,尘,tsʰɐn˨˩
陳,陈,tsʰɐn˨˩
葺,葺,tsʰɐp˥
緝,缉,tsʰɐp˥
輯,辑,tsʰɐp˥
漆,漆,tsʰɐt˥
柒,柒,tsʰɐt˥
七,七,tsʰɐt˥
鞦,秋,tsʰɐu˥
抽,抽,tsʰɐu˥
鰍,鳅,tsʰɐu˥
秋,秋,tsʰɐu˥
楸,楸,tsʰɐu˥
臭,臭,tsʰɐu˧
糗,糗,tsʰɐu˧
嗅,嗅,tsʰɐu˧
湊,凑,tsʰɐu˧
溴,溴,tsʰɐu˧
丑,丑,tsʰɐu˧˥
醜,丑,tsʰɐu˧˥
瞅,瞅,tsʰɐu˧˥
惆,惆,tsʰɐu˨˩
酬,酬,tsʰɐu˨˩
綢,绸,tsʰɐu˨˩
稠,稠,tsʰɐu˨˩
疇,畴,tsʰɐu˨˩
躊,踌,tsʰɐu˨˩
囚,囚,tsʰɐu˨˩
籌,筹,tsʰɐu˨˩
泅,泅,tsʰɐu˨˩
仇,仇,tsʰɐu˨˩,"",（俗，姓）
儔,俦,tsʰɐu˨˩
遒,遒,tsʰɐu˨˩
曾,曾,tsʰɐŋ˨˩,曾經，未曾
層,层,tsʰɐŋ˨˩
嶒,嶒,tsʰɐŋ˨˩
菜,菜,tsʰɔːi˧
賽,赛,tsʰɔːi˧
蔡,蔡,tsʰɔːi˧
塞,塞,tsʰɔːi˧,塞外，要塞，邊塞，關塞，塞翁失馬,邊界上的險要地方
採,采,tsʰɔːi˧˥
睬,睬,tsʰɔːi˧˥
采,采,tsʰɔːi˧˥
綵,彩,tsʰɔːi˧˥
彩,彩,tsʰɔːi˧˥
材,材,tsʰɔːi˨˩
裁,裁,tsʰɔːi˨˩
才,才,tsʰɔːi˨˩,"","",纔
財,财,tsʰɔːi˨˩
錯,错,tsʰɔːk˧,錯亂，交錯，錯雜，錯綜複雜，犬牙交錯
滄,沧,tsʰɔːŋ˥
創,创,tsʰɔːŋ˥,創傷，創痕，創口，重創，刀創，重創敵軍,傷口，打擊
傖,伧,tsʰɔːŋ˥
瘡,疮,tsʰɔːŋ˥
蒼,苍,tsʰɔːŋ˥
艙,舱,tsʰɔːŋ˥
倉,仓,tsʰɔːŋ˥
鶬,鸧,tsʰɔːŋ˥
創,创,tsʰɔːŋ˧,創辦，創建，創刊，創舉，首創,初次，開始做
愴,怆,tsʰɔːŋ˧
敞,敞,tsʰɔːŋ˧˥
廠,厂,tsʰɔːŋ˧˥
闖,闯,tsʰɔːŋ˧˥
氅,氅,tsʰɔːŋ˧˥
昶,昶,tsʰɔːŋ˧˥
藏,藏,tsʰɔːŋ˨˩,躲藏，隱藏，收藏,躲，收好
床,床,tsʰɔːŋ˨˩,"","",牀
幢,幢,tsʰɔːŋ˨˩,幢幡，旗幢，人影幢幢,（古）旌旗的一種
初,初,tsʰɔː˥
雛,雏,tsʰɔː˥
芻,刍,tsʰɔː˥
磋,磋,tsʰɔː˥
搓,搓,tsʰɔː˥
錯,错,tsʰɔː˧,錯誤，犯錯
銼,锉,tsʰɔː˧
挫,挫,tsʰɔː˧
楚,楚,tsʰɔː˧˥
礎,础,tsʰɔː˧˥
憷,憷,tsʰɔː˧˥
鋤,锄,tsʰɔː˨˩
痤,痤,tsʰɔː˨˩
坐,坐,tsʰɔː˩˧,"",（口語）
尺,尺,tsʰɛːk˧
赤,赤,tsʰɛːk˧
呎,呎,tsʰɛːk˧
奢,奢,tsʰɛː˥
車,车,tsʰɛː˥,汽車，馬車，公車，火車，紡車，水車，風車,指有輪子的運輸工具
俥,伡,tsʰɛː˥/kɵy˥
扯,扯,tsʰɛː˧˥
且,且,tsʰɛː˧˥
邪,邪,tsʰɛː˨˩,邪惡，邪門，邪說，邪念，無邪，中邪，風邪，邪魔外道，改邪歸正,不正當
斜,斜,tsʰɛː˨˩
輋,𪨶,tsʰɛː˨˩
斥,斥,tsʰɪk˥
戚,戚,tsʰɪk˥
叱,叱,tsʰɪk˥
敕,敕,tsʰɪk˥
彳,彳,tsʰɪk˥
飭,饬,tsʰɪk˥
槭,槭,tsʰɪk˥
蟶,蛏,tsʰɪŋ˥
氰,氰,tsʰɪŋ˥
清,清,tsʰɪŋ˥
稱,称,tsʰɪŋ˥,稱呼，聲稱，名稱，簡稱，自稱，俗稱,叫，叫做
蜻,蜻,tsʰɪŋ˥
鯖,鲭,tsʰɪŋ˥
腈,腈,tsʰɪŋ˥
青,青,tsʰɪŋ˥/tsʰɛːŋ˥
稱,称,tsʰɪŋ˧,稱一稱,（動詞）量輕重，測定重量
秤,秤,tsʰɪŋ˧
稱,称,tsʰɪŋ˧/tsʰɐŋ˧,稱職，稱心，稱體，對稱，市稱，磅稱，勻稱，稱心如意,適合，相等，相當
拯,拯,tsʰɪŋ˧˥
逞,逞,tsʰɪŋ˧˥
騁,骋,tsʰɪŋ˧˥
請,请,tsʰɪŋ˧˥/tsʰɛːŋ˧˥
情,情,tsʰɪŋ˨˩
懲,惩,tsʰɪŋ˨˩
程,程,tsʰɪŋ˨˩
晴,晴,tsʰɪŋ˨˩
澄,澄,tsʰɪŋ˨˩
呈,呈,tsʰɪŋ˨˩
埕,埕,tsʰɪŋ˨˩
澂,澂,tsʰɪŋ˨˩,"","",澄
裎,裎,tsʰɪŋ˨˩
春,春,tsʰɵn˥
椿,椿,tsʰɵn˥
蝽,蝽,tsʰɵn˥
蠢,蠢,tsʰɵn˧˥
旬,旬,tsʰɵn˨˩
循,循,tsʰɵn˨˩
秦,秦,tsʰɵn˨˩
巡,巡,tsʰɵn˨˩
嗪,嗪,tsʰɵn˨˩
螓,螓,tsʰɵn˨˩
齣,出,tsʰɵt˥
出,出,tsʰɵt˥
焌,焌,tsʰɵt˥/kʰɵy˥,焌豆芽,把燃燒物放進水裡熄滅；一種烹調方法
催,催,tsʰɵy˥
炊,炊,tsʰɵy˥
摧,摧,tsʰɵy˥
吹,吹,tsʰɵy˥
趨,趋,tsʰɵy˥
崔,崔,tsʰɵy˥
榱,榱,tsʰɵy˥
衰,衰,tsʰɵy˥,衰序，等衰,次序，等級
璀,璀,tsʰɵy˥/tsʰɵy˧˥
脆,脆,tsʰɵy˧
趣,趣,tsʰɵy˧
啐,啐,tsʰɵy˧
覷,觑,tsʰɵy˧
翠,翠,tsʰɵy˧
焠,焠,tsʰɵy˧/sɵy˨
淬,淬,tsʰɵy˧/sɵy˨
娶,娶,tsʰɵy˧˥
取,取,tsʰɵy˧˥
揣,揣,tsʰɵy˧˥/tsʰyːn˧˥,揣測，揣度，揣摩，掙揣，不揣冒昧,估量，忖度；掙扎
除,除,tsʰɵy˨˩
槌,槌,tsʰɵy˨˩
隋,隋,tsʰɵy˨˩
捶,捶,tsʰɵy˨˩,"","",搥
錘,锤,tsʰɵy˨˩,"","",鎚
蜍,蜍,tsʰɵy˨˩
徐,徐,tsʰɵy˨˩
隨,随,tsʰɵy˨˩
滁,滁,tsʰɵy˨˩
搐,搐,tsʰʊk˥
束,束,tsʰʊk˥
矗,矗,tsʰʊk˥
蹙,蹙,tsʰʊk˥
畜,畜,tsʰʊk˥
簇,簇,tsʰʊk˥
蓄,蓄,tsʰʊk˥
促,促,tsʰʊk˥
速,速,tsʰʊk˥
簌,簌,tsʰʊk˥
蹴,蹴,tsʰʊk˥
齪,龊,tsʰʊk˥
亍,亍,tsʰʊk˥
俶,俶,tsʰʊk˥
匆,匆,tsʰʊŋ˥
忡,忡,tsʰʊŋ˥
衝,冲,tsʰʊŋ˥
聰,聪,tsʰʊŋ˥
沖,冲,tsʰʊŋ˥
囪,囱,tsʰʊŋ˥
憧,憧,tsʰʊŋ˥
蔥,葱,tsʰʊŋ˥
涌,涌,tsʰʊŋ˥
充,充,tsʰʊŋ˥
樅,枞,tsʰʊŋ˥,樅樹，樅酸,（樹名）冷杉
驄,骢,tsʰʊŋ˥
衷,衷,tsʰʊŋ˥/tsʊŋ˥
銃,铳,tsʰʊŋ˧
寵,宠,tsʰʊŋ˧˥
冢,冢,tsʰʊŋ˧˥,"","",塚
從,从,tsʰʊŋ˨˩,從前，從來，從沒，從此，從事，從軍，從速，從簡，從寬，從嚴，跟從，服從，順從，從頭來過，力不從心,跟隨，依順，處理；由，自
叢,丛,tsʰʊŋ˨˩
重,重,tsʰʊŋ˨˩,重新，重複，重來，重疊，重建，重申，重演，重逢，重溫，重圍，重洋，重重，雙重，九重天，重整旗鼓，重蹈覆轍，重見天日，舊地重遊，捲土重來,再，另，又一次
松,松,tsʰʊŋ˨˩
琮,琮,tsʰʊŋ˨˩
蟲,虫,tsʰʊŋ˨˩
重,重,tsʰʊŋ˩˧,重量，重負，重擔，重金，重賞，重罰，重罪，重傷，重病，重聽，重型，重兵，輕重，深重，體重，淨重，舉重，繁重，超重，載重，比重，很重，重武器，避重就輕，舉足輕重，忍辱負重,分量大，數量多，程度深
端,端,tyːn˥
鍛,锻,tyːn˧
煅,煅,tyːn˧
斷,断,tyːn˧,斷定，斷案，斷然，診斷，下斷語，當機立斷,判斷，決定，判定，一定，絕對
短,短,tyːn˧˥
段,段,tyːn˨
緞,缎,tyːn˨
斷,断,tyːn˨,斷絕，斷電，斷交，斷奶，斷氣，割斷，截斷，繩子斷了,長形的東西折掉或從中間截開，隔絕，不繼續
奪,夺,tyːt˨
啄,啄,tœːk˧
琢,琢,tœːk˧
斲,斫,tœːk˧,斲輪，斲喪,砍，削，雕
涿,涿,tœːk˧
低,低,tɐi˥
磾,磾,tɐi˥
碲,碲,tɐi˧
帝,帝,tɐi˧
蒂,蒂,tɐi˧
締,缔,tɐi˧
諦,谛,tɐi˧
抵,抵,tɐi˧˥
柢,柢,tɐi˧˥
底,底,tɐi˧˥
骶,骶,tɐi˧˥
詆,诋,tɐi˧˥
邸,邸,tɐi˧˥
弟,弟,tɐi˨
悌,悌,tɐi˨
棣,棣,tɐi˨
遞,递,tɐi˨
第,第,tɐi˨
隸,隶,tɐi˨
逮,逮,tɐi˨/tɔːi˨
德,德,tɐk˥
得,得,tɐk˥
特,特,tɐk˨
蹾,蹾,tɐn˥
墩,墩,tɐn˧˥,門墩，橋墩,厚而粗的木頭、石頭等
燉,炖,tɐn˨
突,突,tɐt˨
凸,凸,tɐt˨
吐,吐,tɐt˨,吐谷渾,（中國古代少數民族）
兜,兜,tɐu˥
鬥,斗,tɐu˧
藪,薮,tɐu˧,鶴藪,（地名）
陡,陡,tɐu˧˥
斗,斗,tɐu˧˥
抖,抖,tɐu˧˥
蚪,蚪,tɐu˧˥
枓,枓,tɐu˧˥
竇,窦,tɐu˨
痘,痘,tɐu˨
逗,逗,tɐu˨
讀,读,tɐu˨,句讀,（古）文章裡停頓的地方
豆,豆,tɐu˨/tɐu˧˥,"","",荳
燈,灯,tɐŋ˥
蹬,蹬,tɐŋ˥
登,登,tɐŋ˥
噔,噔,tɐŋ˥
凳,凳,tɐŋ˧,"","",櫈
鐙,镫,tɐŋ˧
磴,磴,tɐŋ˧
等,等,tɐŋ˧˥
戥,戥,tɐŋ˧˥
鄧,邓,tɐŋ˨
瞪,瞪,tɐŋ˨/tɐŋ˥
袋,袋,tɔːi˨
待,待,tɔːi˨
甙,甙,tɔːi˨
岱,岱,tɔːi˨
黛,黛,tɔːi˨
靆,叇,tɔːi˨
代,代,tɔːi˨
玳,玳,tɔːi˨
殆,殆,tɔːi˨/tʰɔːi˩˧
怠,怠,tɔːi˨/tʰɔːi˩˧
度,度,tɔːk˨,忖度，揣度，量度，測度，度量衡，度德量力，以己度人,計算，推測，估計
鐸,铎,tɔːk˨
踱,踱,tɔːk˨
鐺,铛,tɔːŋ˥
噹,当,tɔːŋ˥
當,当,tɔːŋ˥,當下，當中，當然，當心，當時，當代，當眾，當兵，當官，當家，當初，當地，當頭，當局，當選，當道，當面，應當，擔當，敢當，正當，相當，當老師，不敢當,擔任，執掌，承擔，面向，阻攔，應該，正在
襠,裆,tɔːŋ˥
檔,档,tɔːŋ˧
當,当,tɔːŋ˧,當成，當日，當真，當鋪，上當，不當，妥當，恰當，適當，失當，勾當，當作，便當，停當，典當,合適，抵得上，認為，作為，圈套，事情發生的同一時間，典押，抵押
擋,挡,tɔːŋ˧˥
黨,党,tɔːŋ˧˥
蕩,荡,tɔːŋ˨
盪,荡,tɔːŋ˨
宕,宕,tɔːŋ˨
碭,砀,tɔːŋ˨
菪,菪,tɔːŋ˨
多,多,tɔː˥
哆,哆,tɔː˥
跺,跺,tɔː˧˥,"","",跥
躲,躲,tɔː˧˥
嚲,亸,tɔː˧˥
埵,埵,tɔː˧˥
剁,剁,tɔː˧˥/tœːk˧
朵,朵,tɔː˧˥/tœː˧˥,"","",朶
馱,驮,tɔː˨,馱子，一馱糧，一馱貨,（名詞、量詞）用於牲口載的貨
惰,惰,tɔː˨
墮,堕,tɔː˨
糴,籴,tɛːk˨
笛,笛,tɛːk˨
爹,爹,tɛː˥
嗲,嗲,tɛː˧˥
嫡,嫡,tɪk˥
滴,滴,tɪk˥
的,的,tɪk˥
迪,迪,tɪk˨
狄,狄,tɪk˨
翟,翟,tɪk˨,墨翟,（古）長尾野雞的羽毛
滌,涤,tɪk˨
敵,敌,tɪk˨
荻,荻,tɪk˨
頔,𬱖,tɪk˨
丁,丁,tɪŋ˥
仃,仃,tɪŋ˥
汀,汀,tɪŋ˥,"",（俗）
町,町,tɪŋ˥
玎,玎,tɪŋ˥
酊,酊,tɪŋ˥,酊劑，碘酊,一種藥劑
釘,钉,tɪŋ˥/tɛːŋ˥
叮,叮,tɪŋ˥/tɛːŋ˥
盯,盯,tɪŋ˥/tɛːŋ˥
碇,碇,tɪŋ˧
訂,订,tɪŋ˧/tɛːŋ˨
錠,锭,tɪŋ˧/tɪŋ˨
頂,顶,tɪŋ˧˥
酊,酊,tɪŋ˧˥,酩酊，酩酊大醉,喝醉的樣子
鼎,鼎,tɪŋ˧˥
定,定,tɪŋ˨
啶,啶,tɪŋ˨
腚,腚,tɪŋ˨
墩,墩,tɵn˥,土墩,量詞，也指土堆
蹲,蹲,tɵn˥
惇,惇,tɵn˥
敦,敦,tɵn˥
鐓,镦,tɵn˥
噸,吨,tɵn˥
遁,遁,tɵn˨
頓,顿,tɵn˨
鈍,钝,tɵn˨
沌,沌,tɵn˨
盹,盹,tɵn˨
咄,咄,tɵt˥,咄咄逼人,斥責，呵叱
堆,堆,tɵy˥
對,对,tɵy˧
隊,队,tɵy˨
兌,兑,tɵy˨
督,督,tʊk˥
篤,笃,tʊk˥
叾,叾,tʊk˥
犢,犊,tʊk˨
毒,毒,tʊk˨
瀆,渎,tʊk˨
黷,黩,tʊk˨
牘,牍,tʊk˨
獨,独,tʊk˨
讀,读,tʊk˨,讀書，閱讀,（動詞）看書
碡,碡,tʊk˨
髑,髑,tʊk˨
櫝,椟,tʊk˨
冬,冬,tʊŋ˥
氡,氡,tʊŋ˥
東,东,tʊŋ˥
咚,咚,tʊŋ˥
凍,冻,tʊŋ˧
棟,栋,tʊŋ˧/tʊŋ˨
懂,懂,tʊŋ˧˥
董,董,tʊŋ˧˥
慟,恸,tʊŋ˨
胴,胴,tʊŋ˨
恫,恫,tʊŋ˨
洞,洞,tʊŋ˨
侗,侗,tʊŋ˨
動,动,tʊŋ˨
太,太,tʰaːi˧
肽,肽,tʰaːi˧
泰,泰,tʰaːi˧
傣,傣,tʰaːi˧
態,态,tʰaːi˧
貸,贷,tʰaːi˧
汰,汰,tʰaːi˧
鈦,钛,tʰaːi˧
貪,贪,tʰaːm˥
探,探,tʰaːm˧
罈,坛,tʰaːm˧,"","",罎，壜
毯,毯,tʰaːm˧˥
菼,菼,tʰaːm˧˥
談,谈,tʰaːm˨˩
曇,昙,tʰaːm˨˩
覃,覃,tʰaːm˨˩
痰,痰,tʰaːm˨˩
潭,潭,tʰaːm˨˩
譚,谭,tʰaːm˨˩
郯,郯,tʰaːm˨˩
澹,澹,tʰaːm˨˩,澹台,（複姓）
淡,淡,tʰaːm˩˧,淡水，淡綠，淡酒，清淡,（口語）鹽份少，不鹹；某成分少，不濃
癱,瘫,tʰaːn˥
坍,坍,tʰaːn˥
攤,摊,tʰaːn˥
灘,滩,tʰaːn˥
炭,炭,tʰaːn˧
歎,叹,tʰaːn˧,"","",嘆
碳,碳,tʰaːn˧
坦,坦,tʰaːn˧˥
袒,袒,tʰaːn˧˥
忐,忐,tʰaːn˧˥
鉭,钽,tʰaːn˧˥
疸,疸,tʰaːn˧˥
亶,亶,tʰaːn˧˥
檀,檀,tʰaːn˨˩
彈,弹,tʰaːn˨˩,彈奏，彈琴，彈劾，彈琵琶，彈鋼琴，彈吉他，彈弦子，對牛彈琴,（動詞）演奏，撥弄樂器
壇,坛,tʰaːn˨˩
榻,榻,tʰaːp˧
塌,塌,tʰaːp˧
塔,塔,tʰaːp˧
漯,漯,tʰaːp˧,漯水，漯河,（古河流名）
遢,遢,tʰaːp˧/tʰaːt˧
鰨,鳎,tʰaːp˧/tʰaːt˧
闥,闼,tʰaːt˧
撻,挞,tʰaːt˧
躂,跶,tʰaːt˧
韃,鞑,tʰaːt˧
趿,趿,tʰaːt˧
牠,它,tʰaː˥
鉈,铊,tʰaː˥
她,她,tʰaː˥
他,他,tʰaː˥
祂,他,tʰaː˥
它,它,tʰaː˥
添,添,tʰiːm˥
舔,舔,tʰiːm˧˥
甜,甜,tʰiːm˨˩
恬,恬,tʰiːm˨˩
菾,菾,tʰiːm˨˩
天,天,tʰiːn˥
腆,腆,tʰiːn˧˥
鈿,钿,tʰiːn˨˩,銅鈿，洋鈿，房鈿，車鈿，船鈿，幾鈿,（方）錢，硬幣
填,填,tʰiːn˨˩,"","",塡
田,田,tʰiːn˨˩
闐,阗,tʰiːn˨˩
畋,畋,tʰiːn˨˩
滇,滇,tʰiːn˨˩/tiːn˥
鈿,钿,tʰiːn˨˩/tiːn˨,鈿鏡，寶鈿，螺鈿，翠鈿，金鈿,把金屬、寶石等鑲嵌在物體上面作裝飾
殄,殄,tʰiːn˩˧/tʰiːm˩˧
萜,萜,tʰiːp˧
貼,贴,tʰiːp˧
帖,帖,tʰiːp˧
餮,餮,tʰiːt˧
鐵,铁,tʰiːt˧
挑,挑,tʰiːu˥,挑選，挑剔，挑刺，挑揀，挑燈，挑毛病，挑重擔，挑大梁，挑肥揀瘦，挑三揀四，挑字眼兒,用肩膀承擔；選，揀；故意找錯，或找出小毛病而加以指摘
祧,祧,tʰiːu˥
挑,挑,tʰiːu˥/tʰiːu˩˧,挑釁，挑撥，挑戰，挑逗，挑弄，挑動，挑是非，挑撥離間,撥弄，撥動，惹起，引動，引起
跳,跳,tʰiːu˧
眺,眺,tʰiːu˧
迢,迢,tʰiːu˨˩
調,调,tʰiːu˨˩,調整，調停，調劑，調戲，調皮，調侃，調情，調和，調味，失調，空調，協調
條,条,tʰiːu˨˩
笤,笤,tʰiːu˨˩
齠,龆,tʰiːu˨˩
髫,髫,tʰiːu˨˩
蜩,蜩,tʰiːu˨˩
調,调,tʰiːu˨˩,調查,（口語）
窕,窕,tʰiːu˩˧
饕,饕,tʰou˥
滔,滔,tʰou˥
叨,叨,tʰou˥,叨光，叨教，叨擾，叨陪,（客套話）承受，得到，受到好處
韜,韬,tʰou˥
絛,绦,tʰou˥
吐,吐,tʰou˧,吐露，吐字，吐痰，吐氣，吐穗，吐絮，吐芽，吐訴，吐話，吐實，吐屬，吐口，吐血，吐沫，吐瀉，談吐，嘔吐，吐口水，吐故納新，吐出贓款，上吐下瀉,東西從嘴裡出來
兔,兔,tʰou˧
套,套,tʰou˧
釷,钍,tʰou˧˥
討,讨,tʰou˧˥
禱,祷,tʰou˧˥
土,土,tʰou˧˥
圖,图,tʰou˨˩
逃,逃,tʰou˨˩
塗,涂,tʰou˨˩
萄,萄,tʰou˨˩
鼗,鼗,tʰou˨˩
掏,掏,tʰou˨˩
涂,涂,tʰou˨˩
濤,涛,tʰou˨˩
桃,桃,tʰou˨˩
徒,徒,tʰou˨˩
淘,淘,tʰou˨˩
荼,荼,tʰou˨˩
途,途,tʰou˨˩
啕,啕,tʰou˨˩
陶,陶,tʰou˨˩
屠,屠,tʰou˨˩
檮,梼,tʰou˨˩
洮,洮,tʰou˨˩,洮河,（水名）
肚,肚,tʰou˩˧
囤,囤,tʰyːn˨˩
團,团,tʰyːn˨˩
豚,豚,tʰyːn˨˩
臀,臀,tʰyːn˨˩
屯,屯,tʰyːn˨˩
糰,团,tʰyːn˨˩
斷,断,tʰyːn˩˧,斷絕，斷電，斷交，斷奶，斷氣，割斷，截斷，繩子斷了,（口語）長形的東西折掉或從中間截開，隔絕，不繼續
脫,脱,tʰyːt˧
梯,梯,tʰɐi˥
銻,锑,tʰɐi˥
鷈,䴘,tʰɐi˥
涕,涕,tʰɐi˧
嚏,嚏,tʰɐi˧
剃,剃,tʰɐi˧
屜,屉,tʰɐi˧
替,替,tʰɐi˧
薙,薙,tʰɐi˧
體,体,tʰɐi˧˥
緹,缇,tʰɐi˨˩
堤,堤,tʰɐi˨˩,"","",隄
啼,啼,tʰɐi˨˩
鵜,鹈,tʰɐi˨˩
題,题,tʰɐi˨˩
蹄,蹄,tʰɐi˨˩
提,提,tʰɐi˨˩
醍,醍,tʰɐi˨˩
娣,娣,tʰɐi˩˧/tɐi˨
飩,饨,tʰɐn˥
吞,吞,tʰɐn˥
褪,褪,tʰɐn˧
偷,偷,tʰɐu˥
透,透,tʰɐu˧
頭,头,tʰɐu˨˩
投,投,tʰɐu˨˩
骰,骰,tʰɐu˨˩/sɪk˥
疼,疼,tʰɐŋ˨˩
騰,腾,tʰɐŋ˨˩
謄,誊,tʰɐŋ˨˩
藤,藤,tʰɐŋ˨˩
滕,滕,tʰɐŋ˨˩
苔,苔,tʰɔːi˥,舌苔,一種舌頭上的物質
胎,胎,tʰɔːi˥
枱,台,tʰɔːi˨˩,"","",檯
跆,跆,tʰɔːi˨˩
台,台,tʰɔːi˨˩,"","",臺
苔,苔,tʰɔːi˨˩,青苔,一種植物
颱,台,tʰɔːi˨˩
薹,薹,tʰɔːi˨˩
抬,抬,tʰɔːi˨˩,"","",擡
邰,邰,tʰɔːi˨˩
庹,庹,tʰɔːk˧
託,托,tʰɔːk˧,"","",托，讬
橐,橐,tʰɔːk˧
托,托,tʰɔːk˧
拓,拓,tʰɔːk˧
柝,柝,tʰɔːk˧
籜,箨,tʰɔːk˧
湯,汤,tʰɔːŋ˥
鏜,镗,tʰɔːŋ˥
羰,羰,tʰɔːŋ˥
蹚,蹚,tʰɔːŋ˧
燙,烫,tʰɔːŋ˧
趟,趟,tʰɔːŋ˧
熨,熨,tʰɔːŋ˧,熨斗,（俗）把衣服燙平；把衣服燙平的工具
淌,淌,tʰɔːŋ˧˥
倘,倘,tʰɔːŋ˧˥
躺,躺,tʰɔːŋ˧˥
儻,傥,tʰɔːŋ˧˥
帑,帑,tʰɔːŋ˧˥
堂,堂,tʰɔːŋ˨˩
唐,唐,tʰɔːŋ˨˩
膛,膛,tʰɔːŋ˨˩
螳,螳,tʰɔːŋ˨˩
塘,塘,tʰɔːŋ˨˩
棠,棠,tʰɔːŋ˨˩
幢,幢,tʰɔːŋ˨˩,石幢，經幢，一幢別墅,（量詞）用於樓房、房屋等；（古）刻著佛號或經咒的石柱
醣,醣,tʰɔːŋ˨˩
溏,溏,tʰɔːŋ˨˩
螗,螗,tʰɔːŋ˨˩
糖,糖,tʰɔːŋ˨˩/tʰɔːŋ˧˥
搪,搪,tʰɔːŋ˨˩/tʰɔːŋ˩˧
拖,拖,tʰɔː˥
唾,唾,tʰɔː˧/tʰœː˧
陀,陀,tʰɔː˨˩
沱,沱,tʰɔː˨˩
駝,驼,tʰɔː˨˩
鴕,鸵,tʰɔː˨˩
佗,佗,tʰɔː˨˩
馱,驮,tʰɔː˨˩,馱運，馱獸，馱馬，馱轎,（動詞）牲口用背負載人或物
舵,舵,tʰɔː˨˩
砣,砣,tʰɔː˨˩
鼉,鼍,tʰɔː˨˩
坨,坨,tʰɔː˨˩
妥,妥,tʰɔː˩˧
橢,椭,tʰɔː˩˧
柁,柁,tʰɔː˩˧/tʰɔː˨˩
踢,踢,tʰɛːk˧
廳,厅,tʰɛːŋ˥
聽,听,tʰɛːŋ˥,聽見，聽到，聽錯，聽過，聽話，聽筒，聽課，聽診，接聽，偷聽，聽清楚，聽診器,（白讀，用於口語詞彙和單獨使用）用耳朵接受聲音
惕,惕,tʰɪk˥
鋱,铽,tʰɪk˥
剔,剔,tʰɪk˥
忑,忑,tʰɪk˥
忒,忒,tʰɪk˥
倜,倜,tʰɪk˥
裼,裼,tʰɪk˥,"",嬰兒的衣服、被褥等
烴,烃,tʰɪŋ˥
汀,汀,tʰɪŋ˥,汀線,水邊平地
聽,听,tʰɪŋ˥,聽覺，聽力，聽說，聽信，聽眾，聽聞，聽障，傾聽，聆聽，打聽，探聽，動聽，旁聽，視聽，竊聽，監聽，截聽，幻聽，公聽會，助聽器，竊聽器，百聽不厭，駭人聽聞，洗耳恭聽，娓娓動聽，危言聳聽,（文讀，用於合成詞和成語）用耳朵接受聲音
聽,听,tʰɪŋ˧,聽憑，聽任，聽便，聽訟，聽其自然，聽天由命，聽之任之，垂簾聽政,憑，任，任由，任憑，處理，判斷
