隘	隘	aai³			
莠	莠	yau⁵			
牖	牖	yau⁵			
釉	釉	yau⁶			
又	又	yau⁶			
囿	囿	yau⁶			
宥	宥	yau⁶			
侑	侑	yau⁶			
佑	佑	yau⁶			祐
右	右	yau⁶			
鼬	鼬	yau⁶			
狖	狖	yau⁶			
也	也	ya⁵			
贏	赢	yeng⁴		（口語）	
約	约	yeuk³			
鑰	钥	yeuk⁶			
藥	药	yeuk⁶			
若	若	yeuk⁶	若干，倘若，如若，宛若，旁若無人，欣喜若狂	如，似，如果，假如，好像	
虐	虐	yeuk⁶			
謔	谑	yeuk⁶			
躍	跃	yeuk⁶			
瘧	疟	yeuk⁶			
蒻	蒻	yeuk⁶			
弱	弱	yeuk⁶			
籥	籥	yeuk⁶			
龠	龠	yeuk⁶			
瀹	瀹	yeuk⁶			
箬	箬	yeuk⁶			
鞅	鞅	yeung²			
秧	秧	yeung¹			
鴦	鸯	yeung¹			
央	央	yeung¹			
殃	殃	yeung¹			
洋	洋	yeung⁴			
暘	旸	yeung⁴			
佯	佯	yeung⁴			
揚	扬	yeung⁴			
陽	阳	yeung⁴			
羊	羊	yeung⁴			
颺	飏	yeung⁴			
瘍	疡	yeung⁴			
烊	烊	yeung⁴			
楊	杨	yeung⁴			
徉	徉	yeung⁴			
瀼	瀼	yeung⁴			
禳	禳	yeung⁴			
穰	穰	yeung⁴			
蘘	蘘	yeung⁴			
煬	炀	yeung⁴			
攘	攘	yeung⁴	攘外，攘奪，攘除，攘臂，攘為己有	搶奪，侵奪，排斥，抵禦；捋起	
勷	勷	yeung⁴			
仰	仰	yeung⁵			
養	养	yeung⁵			
氧	氧	yeung⁵			
攘	攘	yeung⁵	熙攘，擾攘，熙熙攘攘	擾亂	
癢	痒	yeung⁵			
嚷	嚷	yeung⁵/yeung⁶			
讓	让	yeung⁶			
樣	样	yeung⁶			
漾	漾	yeung⁶			
壤	壤	yeung⁶			
釀	酿	yeung⁶			
恙	恙	yeung⁶			
椰	椰	ye⁴			
邪	邪	ye⁴	是邪，非邪，莫邪	（文言）表示疑問、感嘆等語氣	耶
揶	揶	ye⁴			
耶	耶	ye⁴			
爺	爷	ye⁴			
琊	琊	ye⁴	瑯琊	（地名）	
倻	倻	ye⁴			
鋣	铘	ye⁴			
冶	冶	ye⁵			
野	野	ye⁵			
惹	惹	ye⁵			
若	若	ye⁵	般若，蘭若	（梵文音譯詞）	
夜	夜	ye⁶			
偌	偌	ye⁶			
抑	抑	yik¹			
億	亿	yik¹			
臆	臆	yik¹			
益	益	yik¹			
憶	忆	yik¹			
鬩	阋	yik¹			
疫	疫	yik⁶			
譯	译	yik⁶			
繹	绎	yik⁶			
亦	亦	yik⁶			
奕	奕	yik⁶			
驛	驿	yik⁶			
役	役	yik⁶			
翊	翊	yik⁶			
液	液	yik⁶			
翼	翼	yik⁶			
弈	弈	yik⁶			
蜴	蜴	yik⁶			
腋	腋	yik⁶			
翌	翌	yik⁶			
易	易	yik⁶	易位，易容，易名，易經，易俗，易手，易服，易幟，易貨，交易，貿易，變易，易地而處，不易之論，以物易物，移風易俗，改弦易轍，時移勢易	改變，交換，變換；（姓）	
弋	弋	yik⁶			
掖	掖	yik⁶			
杙	杙	yik⁶			
燚	燚	yik⁶			
懌	怿	yik⁶			
逆	逆	yik⁶/ngaak⁶			
魘	魇	yim²			
掩	掩	yim²			
揜	揜	yim²			
饜	餍	yim³			
厭	厌	yim³			
淹	淹	yim¹			
閹	阉	yim¹			
奄	奄	yim¹			
懨	恹	yim¹			
醃	腌	yim¹/yip³			
鹽	盐	yim⁴			
炎	炎	yim⁴			
嚴	严	yim⁴			
髯	髯	yim⁴			
蚺	蚺	yim⁴			
嫌	嫌	yim⁴			
閻	阎	yim⁴			
閆	闫	yim⁴			
簷	檐	yim⁴/sim⁴			
冉	冉	yim⁵			
儼	俨	yim⁵			
苒	苒	yim⁵			
染	染	yim⁵			
琰	琰	yim⁵			
驗	验	yim⁶			
艷	艳	yim⁶			
灧	滟	yim⁶			灩
焰	焰	yim⁶			燄
映	映	ying²			
影	影	ying²			
癭	瘿	ying²			
應	应	ying³	應用，答應，回應		
瑛	瑛	ying¹			
膺	膺	ying¹			
纓	缨	ying¹			
嬰	婴	ying¹			
應	应	ying¹	應該，理應		
櫻	樱	ying¹			
英	英	ying¹			
鸚	鹦	ying¹			
鷹	鹰	ying¹			
媖	媖	ying¹			
營	营	ying⁴			
瀠	潆	ying⁴			
形	形	ying⁴			
刑	刑	ying⁴			
蠅	蝇	ying⁴			
仍	仍	ying⁴			
嬴	嬴	ying⁴			
瀛	瀛	ying⁴			
縈	萦	ying⁴			
螢	萤	ying⁴			
邢	邢	ying⁴			
贏	赢	ying⁴	贏錢，輸贏		
楹	楹	ying⁴			
迎	迎	ying⁴			迊
盈	盈	ying⁴			
瑩	莹	ying⁴			
凝	凝	ying⁴			
型	型	ying⁴			
熒	荧	ying⁴			
陘	陉	ying⁴			
滎	荥	ying⁴			
鎣	蓥	ying⁴			
鉶	铏	ying⁴			
溋	溋	ying⁴			
瀅	滢	ying⁴/ying⁶			
郢	郢	ying⁵			
認	认	ying⁶			
偃	偃	yin²			
演	演	yin²			
鼴	鼹	yin²			
堰	堰	yin²			
兗	兖	yin²			
衍	衍	yin²/hin²			
燕	燕	yin³	燕子，家燕		
宴	宴	yin³			
嚥	咽	yin³	嚥氣，吞嚥，嚥口水，狼吞虎嚥，細嚼慢嚥	吞	
嬿	嬿	yin³			
咽	咽	yin¹	咽喉，咽頭	食道的上端部分	
煙	烟	yin¹	煙草，抽煙		菸
湮	湮	yin¹			
焉	焉	yin¹	焉能如此，焉知非福，焉得虎子	（疑問詞）豈，怎麼，如何	
胭	胭	yin¹			
蔫	蔫	yin¹			
煙	烟	yin¹	煙火，冒煙		
燕	燕	yin¹	燕京	（姓，地名）	
嫣	嫣	yin¹			
鄢	鄢	yin¹			
閼	阏	yin¹	閼氏	匈奴人妻或妾的稱號	
延	延	yin⁴			
燃	燃	yin⁴			
筵	筵	yin⁴			
妍	妍	yin⁴			
蜒	蜒	yin⁴			
焉	焉	yin⁴	心不在焉，有厚望焉	此，乃，才	
言	言	yin⁴			
涎	涎	yin⁴			
研	研	yin⁴			
賢	贤	yin⁴			
然	然	yin⁴			
舷	舷	yin⁴			
弦	弦	yin⁴			絃
綖	𫄧	yin⁴			
埏	埏	yin⁴			
莧	苋	yin⁶			
硯	砚	yin⁶			
現	现	yin⁶			
彥	彦	yin⁶			
讞	谳	yin⁶			
諺	谚	yin⁶			
唁	唁	yin⁶			
靨	靥	yip³			
葉	叶	yip⁶			
燁	烨	yip⁶			
業	业	yip⁶			
頁	页	yip⁶			
鄴	邺	yip⁶			
曄	晔	yip⁶			
謁	谒	yit³			
噎	噎	yit³			
咽	咽	yit³	哽咽，嗚咽	阻塞；聲音低沉、悲悽、滯澀	
熱	热	yit⁶			
拽	拽	yit⁶			
孽	孽	yit⁶			
櫱	蘖	yit⁶			
臬	臬	yit⁶/nip⁶			
擾	扰	yiu²			
夭	夭	yiu²	夭亡，夭折，夭殤，壽夭	短命，未成年而早死	
窈	窈	yiu²			
繞	绕	yiu²/yiu⁵			遶
要	要	yiu³	要緊，要點，要旨，要是，要素，要命，要塞，要好，要害，重要，主要，提要，摘要	嚴重，關鍵，緊要，需要	
么	幺	yiu¹			
腰	腰	yiu¹			
妖	妖	yiu¹			
邀	邀	yiu¹			
吆	吆	yiu¹			
要	要	yiu¹	要求，要挾	求取，脅迫，強迫	
夭	夭	yiu¹	夭夭，逃之夭夭	茂盛的樣子	
姚	姚	yiu⁴			
謠	谣	yiu⁴			
鰩	鳐	yiu⁴			
饒	饶	yiu⁴			
颻	飖	yiu⁴			
嬈	娆	yiu⁴			
搖	摇	yiu⁴			
瑤	瑶	yiu⁴			
堯	尧	yiu⁴			
窯	窑	yiu⁴			
遙	遥	yiu⁴			
洮	洮	yiu⁴	洮湖	（湖名）	
徭	徭	yiu⁴			
傜	傜	yiu⁴			
垚	垚	yiu⁴			
舀	舀	yiu⁵			
曜	曜	yiu⁶			
鷂	鹞	yiu⁶			
耀	耀	yiu⁶			
椅	椅	yi²			
綺	绮	yi²			
倚	倚	yi²			
旖	旖	yi²			
齮	齮	yi²			
鐿	镱	yi³			
薏	薏	yi³			
癔	癔	yi³			
意	意	yi³			
懿	懿	yi³			
依	依	yi¹			
衣	衣	yi¹			
銥	铱	yi¹			
漪	漪	yi¹			
醫	医	yi¹			
伊	伊	yi¹			
黟	黟	yi¹			
猗	猗	yi¹			
禕	祎	yi¹			
詒	诒	yi⁴			
怡	怡	yi⁴			
而	而	yi⁴			
誼	谊	yi⁴			
頤	颐	yi⁴			
迤	迤	yi⁴	逶迤		
儀	仪	yi⁴			
姨	姨	yi⁴			
宜	宜	yi⁴			
夷	夷	yi⁴			
疑	疑	yi⁴			
貽	贻	yi⁴			
兒	儿	yi⁴			
痍	痍	yi⁴			
胰	胰	yi⁴			
移	移	yi⁴			
飴	饴	yi⁴			
咦	咦	yi⁴			
彞	彝	yi⁴			
沂	沂	yi⁴	沂河	（水名）	
眙	眙	yi⁴			
蛇	蛇	yi⁴	委蛇，虛與委蛇		
匜	匜	yi⁴			
議	议	yi⁵			
矣	矣	yi⁵			
以	以	yi⁵			
邇	迩	yi⁵			
耳	耳	yi⁵			
已	已	yi⁵			
擬	拟	yi⁵			
迤	迤	yi⁵	迤邐		
洱	洱	yi⁵			
爾	尔	yi⁵			
苡	苡	yi⁵			
貳	贰	yi⁶			
異	异	yi⁶			
肄	肄	yi⁶			
義	义	yi⁶			
劓	劓	yi⁶			
二	二	yi⁶			
易	易	yi⁶	易燃，易懂，易安，容易，簡易，輕易，易拉罐，易如反掌，易守難攻，平易近人，輕而易舉，顯而易見，知難行易，得來不易	簡單，不困難，不須費力的；平和，和藹	
唷	唷	yoh¹			
喲	哟	yoh¹			
宛	宛	yuen²			
苑	苑	yuen²			
婉	婉	yuen²			
琬	琬	yuen²			
菀	菀	yuen²			
畹	畹	yuen²			
朊	朊	yuen²			
怨	怨	yuen³			
蜿	蜿	yuen¹			
鴛	鸳	yuen¹			
淵	渊	yuen¹			
冤	冤	yuen¹			寃
鳶	鸢	yuen¹			
轅	辕	yuen⁴			
圓	圆	yuen⁴			
猿	猿	yuen⁴			
眩	眩	yuen⁴			
緣	缘	yuen⁴			
元	元	yuen⁴			
員	员	yuen⁴			
玄	玄	yuen⁴			
芫	芫	yuen⁴			
源	源	yuen⁴			
園	园	yuen⁴			
鉛	铅	yuen⁴			
烷	烷	yuen⁴			
沿	沿	yuen⁴			
懸	悬	yuen⁴			
原	原	yuen⁴			
袁	袁	yuen⁴			
完	完	yuen⁴			
沅	沅	yuen⁴			
紈	纨	yuen⁴			
塬	塬	yuen⁴		（地名）	
螈	螈	yuen⁴			
黿	鼋	yuen⁴			
圜	圜	yuen⁴	圜丘，圜牆，圜扉	圓，圓形	
櫞	橼	yuen⁴			
爰	爰	yuen⁴/woon⁴			
丸	丸	yuen⁴/yuen²			
阮	阮	yuen⁵			
軟	软	yuen⁵			
遠	远	yuen⁵	遠處，永遠，深遠	不近，距離或時間長	
泫	泫	yuen⁵			
願	愿	yuen⁶			
院	院	yuen⁶			
縣	县	yuen⁶			
炫	炫	yuen⁶/yuen⁴			
遠	远	yuen⁶/yuen⁵	敬而遠之	不接近，不親近	
乙	乙	yuet³/yuet⁶			
閱	阅	yuet⁶			
穴	穴	yuet⁶			
越	越	yuet⁶			
釔	钇	yuet⁶			
鉞	钺	yuet⁶			
月	月	yuet⁶			
粵	粤	yuet⁶			
悅	悦	yuet⁶			
玥	玥	yuet⁶			
曰	曰	yuet⁶/yeuk⁶			
瘀	瘀	yue²			
嫗	妪	yue²			
傴	伛	yue²			
酗	酗	yue³/hui²/hui³			
迂	迂	yue¹			
於	于	yue¹	於是，終於	（介詞）	
淤	淤	yue¹			
紆	纡	yue¹			
渝	渝	yue⁴			
輿	舆	yue⁴			
揄	揄	yue⁴			
如	如	yue⁴			
俞	俞	yue⁴			
虞	虞	yue⁴			
萸	萸	yue⁴			
隅	隅	yue⁴			
予	予	yue⁴	予取予求	我，吾	
覦	觎	yue⁴			
儒	儒	yue⁴			
諛	谀	yue⁴			
茹	茹	yue⁴			
狳	狳	yue⁴			
嚅	嚅	yue⁴			
娛	娱	yue⁴			
漁	渔	yue⁴			
盂	盂	yue⁴			
魚	鱼	yue⁴			
歟	欤	yue⁴			
余	余	yue⁴		（代詞、姓）我	
蠕	蠕	yue⁴			
于	于	yue⁴		（姓）	
蝓	蝓	yue⁴			
榆	榆	yue⁴			
餘	余	yue⁴	餘下，餘留，多餘，業餘，剩餘，有餘，之餘，餘音繞樑，不遺餘力，心有餘悸	剩下的，多出的，不盡的，殘留的，未完的	馀
禺	禺	yue⁴			
逾	逾	yue⁴			
臾	臾	yue⁴			
竽	竽	yue⁴			
濡	濡	yue⁴			
愚	愚	yue⁴			
妤	妤	yue⁴			
愉	愉	yue⁴			
瑜	瑜	yue⁴			
踰	逾	yue⁴			
腴	腴	yue⁴			
薷	薷	yue⁴			
雩	雩	yue⁴			
璵	玙	yue⁴			
嶼	嶼	yue⁴	大嶼山	（地名）	
褕	褕	yue⁴			
顬	颥	yue⁴			
嬬	嬬	yue⁴			
孺	孺	yue⁴/yue⁶			
雨	雨	yue⁵			
羽	羽	yue⁵			
乳	乳	yue⁵			
宇	宇	yue⁵			
語	语	yue⁵	語言，口語	（名詞）話	
與	与	yue⁵	與其，授與，給與，贈與，與虎謀皮，與人為善，與人方便，時不我與	（連詞）和，跟；（動詞）給，贈，贊助	
禹	禹	yue⁵			
齬	龉	yue⁵			
圄	圄	yue⁵			
瑀	瑀	yue⁵			
予	予	yue⁵	賜予，賦予，給予，贈予，寄予，不予置評	授，給	
敔	敔	yue⁵			
貐	貐	yue⁵			
汝	汝	yue⁵			
圉	圉	yue⁵			
窳	窳	yue⁵			
諭	谕	yue⁶			
寓	寓	yue⁶			
裕	裕	yue⁶			
御	御	yue⁶			
愈	愈	yue⁶			
馭	驭	yue⁶			
癒	愈	yue⁶			
預	预	yue⁶			
遇	遇	yue⁶			
譽	誉	yue⁶			
豫	豫	yue⁶			
與	与	yue⁶	與會，與賽，參與	（動詞）參加	
語	语	yue⁶	不以語人	（動詞）告訴	
禦	御	yue⁶			
喻	喻	yue⁶			
蕷	蓣	yue⁶			
籲	吁	yue⁶			
澦	滪	yue⁶			
蕤	蕤	yui⁴			
蕊	蕊	yui⁵			
銳	锐	yui⁶			
裔	裔	yui⁶			
睿	睿	yui⁶			
芮	芮	yui⁶			
蚋	蚋	yui⁶			
叡	叡	yui⁶			
煜	煜	yuk¹			
毓	毓	yuk¹			
郁	郁	yuk¹			
沃	沃	yuk¹			
昱	昱	yuk¹			
彧	彧	yuk¹			
頊	顼	yuk¹			
旭	旭	yuk¹			
鋈	鋈	yuk¹			
蓐	蓐	yuk⁶			
褥	褥	yuk⁶			
鈺	钰	yuk⁶			
浴	浴	yuk⁶			
辱	辱	yuk⁶			
育	育	yuk⁶			
獄	狱	yuk⁶			
肉	肉	yuk⁶			
欲	欲	yuk⁶			
玉	玉	yuk⁶			
慾	欲	yuk⁶			
縟	缛	yuk⁶			
鬻	鬻	yuk⁶			
峪	峪	yuk⁶/yue⁶			
佣	佣	yung²			
踴	踊	yung²			
俑	俑	yung²			
湧	涌	yung²			
冗	冗	yung²			
擁	拥	yung²			
臃	臃	yung²			
蛹	蛹	yung²			
慂	恿	yung²			
蓊	蓊	yung²			
翁	翁	yung¹			
雍	雍	yung¹			
廱	廱	yung¹			
邕	邕	yung¹			
嗡	嗡	yung¹			
饔	饔	yung¹			
癰	痈	yung¹			
鶲	鹟	yung¹			
戎	戎	yung⁴			
茸	茸	yung⁴			
鱅	鳙	yung⁴			
慵	慵	yung⁴			
溶	溶	yung⁴			
融	融	yung⁴			
榕	榕	yung⁴			
蓉	蓉	yung⁴			
傭	佣	yung⁴			
庸	庸	yung⁴			
熔	熔	yung⁴			
鏞	镛	yung⁴			
容	容	yung⁴			
狨	狨	yung⁴			
墉	墉	yung⁴			
絨	绒	yung⁴/yung²			
勇	勇	yung⁵			
用	用	yung⁶			
潤	润	yun⁶			
閏	闰	yun⁶			
